"","hhid","exinc","inc","age","gender","nmembers","nkids","college","working","year"
"6070",31479,23685.229,19655.84,66,0,2,0,0,0,2018
"4604",21183,42135.617,36740.77,38,0,1,0,1,1,2020
"2641",13161,23598.82,2359.8821,66,0,2,0,0,0,2017
"11001",65506,34906.59,31465.094,78,0,2,0,0,0,2017
"11599",69555,42454.727,38229.375,42,0,5,3,0,1,2014
"2897",13352,36597.836,37364.797,58,0,1,0,1,1,2017
"13548",82945,44189.355,44697.277,32,0,4,2,0,1,2013
"5444",27217,0,11799.41,44,1,1,0,0,0,2017
"13417",82071,1445.4277,11799.41,52,1,1,0,0,1,2017
"13469",82347,23259.557,2012.0724,79,1,1,0,0,0,2014
"13929",85925,27299.785,29764.674,54,1,1,0,0,1,2020
"1235",10387,29659.66,34140.617,79,1,2,0,0,0,2011
"13813",85060,20440.844,21665.41,67,1,1,0,0,0,2019
"2810",13266,24005.121,15469.967,38,1,2,0,0,1,2011
"14136",87276,34787.461,35345.551,61,1,1,0,0,1,2020
"10089",59403,25579.016,27904.381,72,0,2,0,0,0,2020
"4151",17738,22776.488,23201.855,69,1,1,0,0,0,2018
"3657",14387,42251.883,48367.594,40,0,2,0,1,1,2020
"11951",72158,31465.094,31465.094,83,0,2,0,0,0,2017
"8630",49545,12000,700,66,1,1,0,0,0,2015
"3145",13547,31236.984,31236.984,56,0,6,3,0,1,2012
"4023",16784,15437.562,14257.62,64,1,1,0,0,0,2017
"164",633,53392.332,58997.051,65,0,5,3,1,1,2017
"13395",81954,27338.1,58282.301,60,0,2,0,1,0,2011
"10547",62482,43107.039,52061.641,47,0,2,0,0,1,2012
"11",21,45000,42500,73,0,2,0,0,0,2015
"3233",13657,39025.121,43859.648,57,0,1,0,0,1,2016
"8564",48948,38950.641,37944.613,80,0,2,0,0,0,2019
"5127",24674,27905.039,23948.355,56,1,4,2,0,0,2012
"5574",28294,52560,52000,32,0,3,1,0,1,2015
"5941",30604,29336.016,27464.789,53,0,4,2,0,0,2014
"6656",35134,34853.051,41446.871,42,1,3,2,0,1,2019
"540",1757,12861.356,21369.715,59,0,1,0,0,1,2017
"11690",70320,26493.295,26208.857,64,0,2,0,0,0,2013
"9449",55258,40806.293,43264.504,36,0,3,1,0,1,2017
"10119",59562,41391.5,40926.426,48,1,5,3,0,1,2020
"13632",83682,22701.582,23549.359,47,0,1,0,0,1,2019
"11644",69949,42972.746,42972.746,66,1,3,1,0,0,2020
"9970",58625,12546.706,11799.41,78,0,2,0,0,0,2017
"9388",54699,53944.316,53170.922,54,1,4,2,0,1,2018
"13685",84208,44856.461,43859.648,50,1,3,1,0,1,2016
"2685",13199,1320.6014,21332.791,43,0,2,0,0,1,2013
"50",175,27165.506,29002.32,86,0,2,0,0,0,2018
"14135",87276,35795.027,35795.027,60,1,1,0,0,1,2019
"2381",12883,47157.773,46403.711,63,0,2,0,0,1,2018
"6867",36525,18740.031,17942.584,69,1,2,1,0,0,2016
"4253",18656,72815.531,120025.6,48,1,2,0,0,1,2011
"6946",37161,26276.625,23596.875,41,1,1,0,0,1,2020
"12237",74159,33923.543,32193.158,38,1,6,4,0,0,2014
"4353",19181,15730.972,13658.629,63,0,2,0,0,0,2019
"12192",73910,73944.992,58873.398,38,1,5,3,1,1,2019
"5937",30596,17939.861,14729.784,47,1,1,0,0,0,2013
"8246",46793,44248.406,43859.648,72,0,4,1,1,0,2016
"10884",64685,56738.906,33485.258,50,0,2,0,1,1,2020
"9672",56911,24847.623,25873.629,78,0,2,0,0,0,2013
"770",2863,36234.902,45814.242,52,0,5,3,0,1,2012
"13143",80514,24920.256,24900.318,60,0,1,0,0,1,2016
"10608",62897,12160,12781,79,1,1,0,0,0,2015
"11033",65988,76411.445,66608.664,35,0,2,0,0,1,2018
"4204",18320,81287.727,62877.262,36,0,3,1,1,1,2014
"6009",31014,47351.121,48337.199,65,0,2,0,1,1,2018
"2710",13214,22967.807,22837.021,85,0,2,0,1,0,2014
"9470",55424,61098.223,66250.969,70,0,2,0,1,0,2018
"5936",30596,23740.107,33319.449,46,1,1,0,0,0,2012
"6084",31555,43460.766,41750.504,35,1,4,2,0,1,2014
"5952",30654,20440.844,19269.027,68,0,2,0,0,0,2019
"8780",50710,40347.773,42263.641,81,0,2,0,0,0,2012
"9797",57580,18602.92,29764.674,72,1,2,0,0,0,2020
"7601",42365,17875,20700,76,0,2,0,0,0,2015
"6045",31376,26458.752,23138.832,47,0,1,0,0,1,2014
"7593",42364,42690.547,42690.547,50,0,2,0,0,1,2012
"11441",68784,36642.805,38620.949,71,0,1,0,0,0,2019
"2817",13273,70296.625,121901.66,59,0,2,0,1,1,2013
"13947",86089,15812.482,15752.023,58,0,1,0,0,1,2020
"1785",12165,22837.969,19697.703,57,1,1,0,0,0,2020
"10445",61816,34043.344,29764.674,30,1,2,0,0,0,2020
"1351",10764,32568,32400,81,0,1,0,0,0,2015
"9643",56795,29301.869,31465.094,67,0,2,0,0,0,2017
"14451",89722,48271.555,52061.641,65,0,2,0,0,1,2012
"11896",71972,68513.117,65077.051,58,1,3,1,0,0,2012
"10936",65166,47527.852,47765,66,1,1,0,0,0,2015
"114",434,26672.357,2347.1675,81,0,5,0,0,0,2011
"1341",10740,24780,24000,72,1,2,0,1,0,2015
"9475",55452,44888.848,45391.125,83,0,2,0,0,0,2020
"8450",48290,104123.28,33319.449,25,0,2,0,0,1,2012
"2455",12966,36547.273,45814.242,48,1,4,2,0,0,2012
"5304",26034,1664.9736,18285.25,74,0,1,0,0,0,2013
"10842",64422,18939.395,17942.584,67,1,1,0,0,0,2016
"1742",12099,29498.525,29498.525,67,0,1,0,0,0,2017
"7880",44338,0,29764.674,67,1,2,0,0,1,2020
"2933",13396,22861.357,31465.094,67,0,1,0,0,1,2017
"4860",23033,30425.771,21665.41,26,1,1,0,0,1,2019
"10526",62400,28363.182,29154.52,42,1,2,0,1,1,2012
"10690",63305,23325.359,22926.635,41,1,1,0,0,1,2016
"12124",73480,28309.41,25917.064,59,0,4,2,0,1,2016
"3801",15427,41420,44000,72,0,2,0,0,0,2015
"1295",10661,67672.078,67672.078,59,0,2,0,0,1,2018
"10171",59899,26092.689,21665.41,45,0,1,0,0,1,2019
"13569",83180,33990.719,31958.623,69,1,2,0,0,0,2018
"10262",60630,36742.426,43859.648,47,0,2,0,0,1,2016
"8274",46921,20824.656,23948.355,69,0,2,0,1,0,2012
"3874",15811,1976.9915,21268.367,52,0,1,0,0,1,2018
"12806",78034,32153.393,32153.393,68,0,2,0,0,0,2017
"3837",15501,13611.757,13611.757,73,1,1,0,0,0,2020
"7492",41292,44837.758,58997.051,72,0,2,0,1,0,2017
"7652",42647,10493.595,11303.692,44,1,1,0,0,0,2019
"7818",43654,25200.043,24538.568,82,1,1,0,0,0,2011
"848",3610,24144.869,23138.832,73,0,2,0,0,0,2014
"6952",37181,32969.102,41446.871,75,0,2,0,1,1,2019
"10990",65457,63206.48,36904.672,34,0,1,0,0,1,2019
"1968",12458,0,22235.111,74,0,2,0,0,0,2018
"10916",64986,51130.777,51130.777,43,1,3,1,0,1,2017
"7019",37628,64972.93,45814.242,53,0,3,1,0,1,2012
"11215",67221,28010.367,31897.926,33,1,2,0,0,1,2016
"1587",11346,24385.313,24339.035,75,1,1,0,0,0,2014
"8664",49815,38150.77,31236.984,67,0,2,0,1,0,2012
"11475",68905,2368.5227,3866.9761,27,0,1,0,0,1,2018
"7575",41981,34617.559,41446.871,56,0,5,3,0,1,2019
"5987",30942,4864.4336,3987.2407,24,1,1,0,1,0,2016
"11393",68427,12072.435,12072.435,89,1,1,0,0,0,2014
"12807",78034,2900.2319,2924.4006,69,0,2,0,0,0,2018
"12542",76017,0,16955.539,48,1,3,1,0,0,2019
"10954",65349,25392.986,29764.674,57,1,1,0,0,1,2020
"7788",43244,49924.641,58873.398,39,0,4,2,0,1,2019
"7856",44046,19203.402,11600.928,56,0,1,0,0,1,2018
"11732",70610,20720.533,12494.794,76,1,1,0,0,0,2012
"8108",45656,20117.994,19373.648,40,0,1,0,0,1,2017
"14016",86332,37678.977,23549.359,26,0,2,0,1,1,2019
"9296",53994,10707.655,10633.972,62,1,1,0,0,0,2016
"8569",48969,35829.227,40926.426,45,1,2,0,0,0,2020
"6879",36595,22754.979,23364.486,35,1,3,1,1,1,2013
"7867",44174,39060.809,39323.199,79,1,1,0,0,0,2012
"10979",65422,30771.947,30319.33,66,1,2,0,0,0,2019
"13973",86226,9179.1953,8634.7012,51,1,1,0,0,1,2013
"5093",24512,45205.199,44697.277,40,0,4,2,0,1,2013
"10709",63446,10363.496,8700.6963,23,0,1,0,1,0,2018
"3557",14262,55000,55000,50,1,4,2,0,1,2015
"10021",58870,35237.82,35031.902,76,0,2,0,0,0,2018
"8334",47381,33522.957,32507.111,38,0,3,1,0,1,2013
"12710",77480,42400,40800,55,0,2,0,0,1,2015
"9850",57873,23600,25000,67,0,2,0,0,0,2015
"7589",42332,31539.074,2492.0256,64,0,3,1,0,0,2016
"6601",34751,29498.525,31465.094,42,1,1,0,0,1,2017
"4223",18394,50000,51000,70,0,2,0,0,0,2015
"8892",51457,38620.949,46574.98,46,1,3,2,1,1,2019
"212",825,34415.402,34415.402,71,0,2,0,0,0,2020
"2676",13194,50270.688,3093.5808,65,0,3,1,1,0,2018
"2830",13277,38669.762,29002.32,71,0,2,0,0,0,2018
"12058",73033,26914.152,32772.621,75,0,2,0,0,0,2018
"7826",43749,10462.776,4024.1448,43,1,2,1,0,1,2014
"1395",10893,32369.082,34392.148,78,0,2,0,1,0,2020
"8415",48115,44272.797,30143.18,30,0,2,0,0,1,2019
"13791",85007,27217.307,31465.094,37,0,1,0,0,1,2017
"3313",13763,33702.215,33199.195,56,0,1,0,0,1,2014
"9935",58465,19637.826,25150.906,70,0,1,0,0,0,2014
"13344",81567,14209.684,33911.078,65,0,2,0,0,0,2019
"14236",88080,0.52061641,4164.9312,38,0,4,2,0,0,2012
"11028",65953,43019.254,37205.84,56,0,4,2,0,1,2020
"3940",16242,11161.752,11161.752,56,0,1,0,0,0,2020
"5891",30305,29764.674,22323.504,26,1,2,0,1,1,2020
"4818",22816,28636.021,28259.23,78,0,2,0,0,0,2019
"13715",84437,52025.957,43859.648,36,1,2,1,0,1,2016
"4011",16673,36774.828,31465.094,57,0,5,3,0,1,2017
"10004",58749,72173.055,83579.156,44,1,4,2,1,1,2017
"12757",77803,0,44265.594,31,1,2,0,0,1,2014
"4016",16705,53980.426,52301.125,64,0,2,0,0,0,2012
"8710",50228,42185.008,31897.926,58,0,3,1,1,1,2016
"10787",63992,0,21393.359,51,0,1,0,0,1,2020
"12835",78221,36156.227,34802.785,79,0,2,0,0,0,2018
"4618",21328,0,3720.5842,44,0,1,0,0,1,2020
"11338",68125,62099.125,65077.051,62,0,2,0,1,1,2012
"5766",29555,39275.652,39235.414,70,0,2,0,0,0,2014
"9791",57562,15555.556,15732.547,79,0,1,0,0,0,2017
"69",338,16003.414,16643.551,64,1,1,0,0,0,2011
"8626",49542,18161.883,14453.748,40,0,1,0,0,1,2016
"11933",72084,40844.934,42536.734,81,0,2,0,1,0,2018
"12291",74393,31556.143,30143.18,62,1,2,0,0,0,2019
"3366",13805,53490,52000,50,0,3,1,0,1,2015
"10934",65166,33075.984,32507.111,64,1,1,0,0,1,2013
"2105",12650,21858.432,22323.504,71,0,2,0,0,0,2020
"2371",12875,14681.383,10672.637,54,1,1,0,0,0,2012
"3312",13763,27935.799,27427.875,55,0,1,0,0,1,2013
"11811",71360,25150.906,44265.594,60,0,1,0,0,0,2014
"39",173,21332.955,25396.18,48,0,1,0,0,1,2013
"11840",71465,21076.086,20335.783,41,1,1,0,0,1,2020
"7428",40548,15410.246,15097.876,45,1,3,2,0,0,2012
"4505",20251,30935.809,17401.393,60,0,5,0,0,1,2018
"6340",33452,27890.564,27552.205,65,1,2,0,0,1,2018
"5639",28681,21993.426,34973.898,72,0,2,0,0,0,2018
"4762",22342,37338.609,37484.383,35,1,3,1,0,1,2012
"5798",29866,5931.9321,5334.4712,38,1,2,0,0,1,2011
"3148",13552,45033.32,45814.242,56,0,3,1,0,1,2012
"12420",75182,25621.703,25996.609,56,1,1,0,0,1,2019
"13695",84258,18022.328,14453.748,31,1,2,1,0,0,2016
"11337",68125,60002.133,120025.6,61,0,2,0,1,1,2011
"636",2144,1934702.9,16742.629,57,0,1,0,0,0,2020
"7325",39517,20648.967,17699.115,36,1,1,0,0,1,2017
"3283",13729,40264.887,44501.16,50,0,3,1,0,1,2018
"10324",60913,44369.684,42536.734,52,1,4,2,0,1,2018
"4344",19136,50037.34,44809.559,40,0,4,2,0,1,2011
"12298",74435,98941.219,58873.398,40,0,4,2,0,1,2019
"11575",69364,37484.383,37484.383,64,0,2,0,0,0,2012
"7025",37807,28418.512,32193.158,50,0,4,2,0,0,2014
"11244",67606,68952.523,58873.398,50,0,2,0,0,1,2019
"12231",74118,25575.221,27531.957,31,0,1,0,0,1,2017
"10554",62482,27067.25,16742.629,55,0,2,0,0,1,2020
"12981",79191,29672.193,27317.258,46,1,3,1,0,0,2019
"10744",63726,36642.742,31897.926,61,0,2,0,0,1,2016
"7381",39973,61605.125,30143.18,31,0,2,0,0,1,2019
"6200",32383,39821.211,40651.156,75,0,2,0,0,0,2013
"12254",74292,33600,2000,64,0,4,2,0,1,2015
"3932",16166,58913.125,58578.738,25,1,2,0,1,1,2020
"10405",61546,43731.777,4581.4243,61,0,2,0,0,1,2012
"13296",81321,62923.887,65278.824,49,0,4,2,1,1,2019
"4577",20963,37447.988,34140.617,65,1,2,0,0,0,2011
"5455",27392,1695.5538,19781.463,58,0,1,0,0,1,2019
"9603",56587,53170.922,53398.105,72,0,2,0,0,0,2018
"4122",17507,40.69389,3720.5842,50,0,5,3,0,0,2020
"3401",13823,29000,44000,66,1,2,0,0,0,2015
"4350",19147,29295.402,2919.1787,89,0,2,0,0,0,2019
"1223",10380,21345.707,14017.788,61,0,1,0,0,1,2018
"8589",49102,38432.555,21665.41,72,0,2,0,0,0,2019
"6524",34407,44856.922,44470.223,45,0,5,3,0,1,2018
"10586",62815,20683.488,2610.2087,48,1,2,1,0,1,2018
"2399",12912,34496.043,39566.848,50,0,3,1,0,1,2012
"9702",57038,1573.2546,17699.115,63,1,2,1,0,0,2017
"9854",57935,19899.209,8242.2754,34,0,1,0,0,1,2019
"9994",58704,12702,12000,68,0,2,0,0,0,2015
"1796",12187,40755.359,34140.617,57,0,2,0,0,1,2011
"6295",32997,27503.867,22235.111,34,1,2,1,0,1,2018
"4414",19630,12555.872,4063.3889,66,1,1,0,0,0,2013
"254",986,16191.17,15097.876,79,0,2,0,0,0,2012
"7195",38901,43890.18,42536.734,70,0,2,0,0,0,2018
"8153",46127,2933.6016,44265.594,34,0,5,3,0,1,2014
"11380",68363,31388.029,24538.568,44,0,4,2,0,1,2011
"14395",89310,78654.859,75357.953,54,0,2,0,0,1,2019
"8232",46763,28806.145,28806.145,73,0,2,0,0,0,2011
"13016",79468,32496.014,43859.648,47,0,4,2,0,1,2016
"8055",45390,12460.128,14453.748,79,1,1,0,0,0,2016
"10723",63532,25206.957,24648.869,62,0,1,0,0,1,2020
"9519",55792,0.93014604,8138.7778,30,1,3,1,0,1,2020
"1995",12467,15900,4000,62,1,1,0,0,0,2015
"2562",13076,51828.945,4268.4399,69,0,2,0,1,0,2020
"3533",14242,20996.479,21231.195,86,0,1,0,0,0,2011
"12758",77803,4080,44000,32,1,2,0,0,1,2015
"2195",12711,37440,44000,53,0,2,0,0,1,2015
"6458",34088,60919.664,106689.43,43,0,4,2,0,1,2011
"8429",48164,35903.637,29764.674,43,1,1,0,0,1,2020
"7644",42643,24386.117,24168.6,54,1,2,0,0,0,2018
"13185",80689,15090.543,32193.158,64,0,4,2,0,1,2014
"10924",65040,43460.926,64792.664,33,1,4,2,0,1,2016
"7979",44769,30181.086,32193.158,76,0,3,1,0,0,2014
"5004",24079,29279.467,31236.984,37,1,2,0,0,1,2012
"8818",50884,21510.324,31465.094,64,0,1,0,0,0,2017
"8455",48350,51889.477,59004.469,29,1,3,1,0,0,2013
"9373",54642,16761.479,44697.277,34,1,5,3,0,1,2013
"7187",38855,49200,39000,70,0,2,0,0,1,2015
"4",6,22328.549,21447.369,60,0,2,0,0,0,2016
"10638",63102,22628,18000,63,1,2,0,0,0,2015
"5091",24512,0,46943.348,38,0,4,2,0,1,2011
"3474",13983,44500,45500,46,0,2,0,0,1,2015
"4983",23933,2511.3943,29764.674,30,0,3,2,0,1,2020
"1324",10736,20089.395,1828.525,66,1,1,0,0,0,2013
"11528",69059,158.12483,21393.359,72,1,1,0,0,0,2020
"1",6,50250.719,51902.273,55,0,2,0,0,1,2011
"14075",86952,40182.309,41856.57,60,0,2,0,0,1,2020
"10864",64577,67400,3500,43,1,4,2,0,0,2015
"8733",50350,64011.801,110619.47,37,0,4,2,0,1,2017
"11972",72309,16981.891,23138.832,32,1,2,1,0,0,2014
"3939",16242,14129.615,13658.629,55,0,1,0,0,0,2019
"9386",54699,52800,62500,51,1,5,3,0,1,2015
"2789",13251,47585.512,55331.992,44,0,2,0,0,1,2014
"4508",20319,37484.383,33319.449,34,1,1,0,0,1,2012
"9319",54242,27571.846,33319.449,49,0,2,0,1,1,2012
"9222",53646,31043.623,34415.402,69,1,1,0,1,0,2020
"9690",56961,31793.449,24538.568,66,1,1,0,1,0,2011
"3975",16556,16096.579,14587.525,75,0,2,0,0,0,2014
"2281",12798,40125.965,32507.111,38,0,2,0,0,1,2013
"10255",60564,19545.969,30143.18,48,0,1,0,0,1,2019
"11295",67780,18016.928,1106.8738,55,0,4,2,0,0,2020
"14275",88421,53420.523,55331.992,50,0,3,1,0,1,2014
"318",1159,38157.895,39872.41,70,0,3,1,0,0,2016
"11078",66321,12445.862,11600.928,26,0,1,0,0,0,2018
"12152",73609,18873.24,18108.652,71,1,1,0,0,0,2014
"1615",11552,13281.839,11303.692,88,1,1,0,0,0,2019
"96",371,51747.258,53527.023,70,0,2,0,1,0,2013
"8240",46763,25527.506,30143.18,81,0,2,0,0,0,2019
"4111",17451,58811.801,62300.637,30,1,2,0,1,1,2016
"10001",58749,94567.406,96579.477,41,1,4,2,1,1,2014
"8881",51351,29857.688,29764.674,25,1,1,0,0,1,2020
"12832",78221,30000,32000,76,0,2,0,0,0,2015
"4642",21415,25565.389,2261.5537,61,0,2,0,0,0,2017
"6335",33452,43379.922,43152.672,58,1,2,0,0,1,2011
"10648",63117,20120.725,18108.652,79,1,1,0,0,0,2014
"6610",34781,16715.83,912.48773,48,1,1,0,0,0,2017
"8705",50228,39432.414,42675.77,53,0,3,1,1,1,2011
"3112",13514,897.13843,13921.113,58,0,1,0,0,0,2018
"1180",10281,29395.934,31897.926,71,0,2,0,0,0,2016
"4933",23516,38209.254,44265.594,62,1,3,1,0,1,2014
"2623",13154,73746.313,70796.461,39,0,2,0,1,1,2017
"10636",63090,93.014603,8138.7778,63,1,1,0,0,0,2020
"4101",17431,16390.354,13658.629,77,1,1,0,0,0,2019
"12394",74989,59815.371,63206.48,64,1,2,0,0,1,2019
"13490",82478,33345.895,30143.18,53,1,2,0,0,1,2019
"6123",31819,10730.858,894.23822,54,1,1,0,0,0,2018
"11333",68076,12837.022,12072.435,27,0,1,0,0,1,2014
"11306",67902,10524.177,8888.6631,31,1,1,0,0,1,2013
"7411",40315,24585.531,24020.346,77,0,2,0,0,0,2019
"2268",12783,60808.199,42536.734,47,0,4,2,0,1,2018
"6431",33844,20487.943,41446.871,56,0,2,0,0,1,2019
"8805",50861,19.5,18000,71,1,1,0,0,1,2015
"13370",81846,27397.846,23685.053,32,0,1,0,1,1,2011
"4322",19025,42536.734,29002.32,36,1,1,0,1,1,2018
"7928",44494,33470.824,33711.27,77,0,1,0,0,0,2014
"6996",37418,0,31465.094,56,0,2,0,1,1,2017
"11480",68928,22607.385,21665.41,77,0,1,0,0,0,2019
"7386",40043,85693.461,117138.7,61,0,1,0,0,1,2012
"12018",72820,20042.42,1804.1182,40,0,1,0,0,1,2011
"14283",88422,49295.773,55331.992,63,0,2,0,0,0,2014
"8097",45582,46855.477,46855.477,58,0,2,0,0,1,2012
"3578",14265,19936.205,19936.205,77,1,1,0,0,0,2016
"5088",24486,11968.291,14017.788,69,0,2,0,0,0,2018
"369",1237,0,18285.25,64,1,1,0,0,0,2013
"3157",13557,19114.688,23138.832,50,0,1,0,0,1,2014
"2212",12720,33602.664,36527.488,40,1,1,0,0,1,2012
"4043",16936,56071.152,42536.734,40,1,3,1,0,0,2018
"4654",21452,50395.629,46156.746,38,0,4,2,0,1,2019
"12966",79097,19119.961,3933.1367,25,0,1,0,1,0,2017
"4736",22139,73097.211,58873.398,57,0,3,0,0,1,2019
"14032",86419,25290.023,30935.809,41,1,2,0,0,1,2018
"2139",12688,62708.25,64316.336,52,0,2,0,0,1,2013
"1392",10893,41258.605,42409.047,75,0,2,0,1,0,2017
"3904",15951,24481.918,32507.111,65,0,2,0,0,0,2013
"7614",42415,70330.625,72505.797,56,0,4,2,1,1,2018
"3523",14237,60950.832,6095.0835,76,0,2,0,1,0,2013
"12921",78730,60456.539,62300.637,40,0,4,2,0,1,2016
"14105",87015,32555.111,35417.172,71,0,2,0,0,0,2020
"4315",18995,20440.844,19781.463,73,0,1,0,0,0,2019
"2283",12800,80799.664,6039.1504,47,1,4,2,0,1,2012
"14197",87709,41649.313,45814.242,42,1,3,1,0,1,2012
"3013",13450,26102.088,17401.393,51,0,2,0,1,1,2018
"7237",39177,13673.146,13611.757,69,1,1,0,1,0,2020
"12911",78622,65844.008,58873.398,32,1,4,2,1,1,2019
"10998",65506,39839.035,44265.594,75,0,2,0,0,0,2014
"4731",22058,19300,18000,68,0,2,0,0,0,2015
"1273",10607,37432.32,33319.449,87,0,2,0,0,0,2012
"3387",13814,79778.672,80482.898,44,0,3,1,1,1,2014
"4741",22162,1742.6526,30143.18,34,1,1,0,0,1,2019
"11838",71465,20241.203,19303.943,39,1,1,0,0,1,2018
"3203",13607,22000,18000,78,1,1,0,0,0,2015
"12783",77884,40504.898,48040.691,56,1,2,0,0,0,2019
"2620",13154,88933.602,88531.188,36,0,2,0,1,1,2014
"8348",47488,34322.387,40926.426,43,1,3,1,0,1,2020
"1313",10679,17614.92,2119.4424,78,0,2,0,0,0,2019
"12887",78477,24222.488,17942.584,71,0,2,0,0,0,2016
"3303",13759,32810,42000,60,0,1,0,0,1,2015
"3561",14262,56518.461,56518.461,54,1,4,1,0,1,2019
"9029",52216,1.5090543,4024.1448,63,0,2,0,0,1,2014
"2167",12701,36896.379,32193.158,68,0,2,0,0,0,2014
"2800",13254,30896.76,31085.154,62,0,2,0,0,1,2019
"11772",71198,8650.3584,9301.46,22,1,1,0,0,0,2020
"4586",21104,15694.165,1307.847,40,1,5,4,0,1,2014
"8824",50970,68293.141,58873.398,29,0,2,0,0,1,2019
"26",106,26913.875,23923.445,53,0,4,2,0,1,2016
"4030",16799,20440.844,14129.615,44,0,1,0,0,1,2019
"9897",58228,19254.023,81480.789,70,1,2,0,0,0,2020
"4331",19069,40633.887,60950.832,33,1,2,0,0,1,2013
"12537",75996,9000.4756,3767.8975,25,1,1,0,1,0,2019
"9607",56588,23425.039,22926.635,70,0,2,0,0,0,2016
"5415",26986,57669.055,57203.98,68,0,2,0,1,0,2020
"3576",14265,19114.688,19315.895,75,1,1,0,0,0,2014
"1321",10708,20556.227,21393.359,84,0,1,0,0,0,2020
"13216",81012,0,22311.484,66,1,1,0,0,0,2018
"4827",22891,50281.691,49770.625,59,0,2,0,0,1,2014
"2131",12686,11870.054,11453.561,65,1,1,0,1,1,2012
"1365",10774,13849.438,12494.794,61,1,1,0,0,0,2012
"2146",12692,23425.039,22926.635,60,1,3,0,0,1,2016
"8473",48471,42152.918,40241.449,39,0,5,3,1,1,2014
"13511",82683,33534.289,0,49,0,2,0,0,1,2019
"10551",62482,25368.732,31465.094,52,0,2,0,0,1,2017
"7348",39755,43107.039,48046.648,65,0,2,0,0,0,2012
"1126",10136,54785.602,58134.129,56,0,4,2,0,1,2020
"7467",40990,32595.574,35211.27,45,0,2,0,0,1,2014
"8406",48051,34945.145,32507.111,36,1,6,4,1,0,2013
"3495",14188,8972.7754,8888.6631,60,0,2,1,0,1,2013
"14298",88515,81951.773,84777.695,69,0,5,3,0,0,2019
"14430",89564,68830.805,58134.129,35,1,2,0,1,1,2020
"5071",24424,23700.121,23700.121,80,1,1,0,0,0,2020
"9076",52494,42826.758,42536.734,42,0,1,0,1,1,2018
"6764",35910,30181.086,2012.0724,78,1,1,0,0,0,2014
"5446",27217,10808.297,13487.117,47,1,1,0,0,0,2020
"2368",12872,55200,55544,43,0,5,3,0,1,2015
"1037",9592,39562.926,39562.926,52,1,1,0,0,1,2019
"11358",68184,1102.11,3767.8975,57,0,2,0,0,1,2019
"2244",12755,0,45814.242,62,0,1,0,0,0,2012
"8501",48700,1065.9474,14457.26,54,0,1,0,0,0,2020
"3566",14264,1193.662,12072.435,64,0,1,0,0,1,2014
"7974",44700,5943.6333,3720.5842,45,0,4,2,0,1,2020
"4998",24050,29872.391,29969.064,78,0,1,0,0,0,2018
"1778",12165,42391.305,44697.277,50,1,1,0,0,1,2013
"64",268,31851.107,30181.086,69,0,2,0,0,0,2014
"5785",29761,18682.398,18909.537,44,1,1,0,0,1,2017
"9801",57590,8352.668,773.3952,25,0,1,0,1,0,2018
"8860",51218,59858.453,58811.801,44,0,1,0,1,1,2016
"3840",15539,32074.73,31465.094,68,0,2,0,0,0,2017
"391",1263,20950,20980,66,0,1,0,0,0,2015
"13032",79610,41649.313,45814.242,68,0,2,0,0,0,2012
"8795",50805,31084.926,44697.277,34,1,4,2,0,1,2013
"12026",72835,32507.111,23364.486,37,1,2,0,0,0,2013
"13115",80246,45765.66,77339.523,33,0,2,0,0,1,2018
"1939",12421,29339.592,46943.348,47,0,1,0,0,1,2011
"4947",23682,14508,13385,56,1,1,0,0,0,2015
"4288",18915,24195.172,23138.832,44,0,4,2,0,1,2014
"14276",88421,39960,32000,51,0,3,1,0,1,2015
"3651",14387,73088.531,72434.609,34,0,2,0,1,1,2014
"674",2253,10357.409,9335.3252,74,1,1,0,0,0,2011
"13739",84582,34945.145,42665.582,39,1,4,2,0,1,2013
"9169",53304,24941.996,22235.111,67,0,2,0,0,0,2018
"6081",31519,39515.824,27317.258,27,0,1,0,1,1,2019
"12111",73419,34000,34000,67,0,2,0,0,0,2015
"10945",65186,46871.191,114282.81,35,0,4,2,0,1,2013
"9943",58483,21430,20000,75,0,2,0,0,0,2015
"6818",36255,3127.616,3069.4819,23,1,1,0,1,0,2020
"3108",13514,14729.784,18285.25,53,0,1,0,0,0,2013
"7666",42708,1891.8387,1893.8053,69,0,2,0,0,0,2017
"943",4301,25529.176,23138.832,85,0,2,0,0,0,2014
"3034",13456,20824.656,23948.355,69,1,1,0,0,0,2012
"8846",51113,35440,54000,43,0,1,0,0,1,2015
"13292",81321,55935.613,54325.957,44,0,4,2,1,1,2014
"9493",55563,43020.109,42536.734,38,1,1,0,0,1,2018
"7207",38997,36409.828,31236.984,62,0,4,2,0,0,2012
"1258",10492,62938.02,67683.688,73,1,2,0,1,0,2019
"2010",12499,31225.832,30935.809,50,0,1,0,0,1,2018
"5482",27578,43762.574,44265.594,69,1,2,0,0,0,2014
"7627",42532,37700,32000,56,1,3,2,0,1,2015
"13693",84250,40387.152,41446.871,56,0,4,2,0,1,2019
"9666",56855,53209.73,60843.301,61,0,2,0,0,1,2016
"10384",61453,24647.887,23138.832,77,0,2,0,0,1,2014
"10519",62335,52605.703,54080.629,43,0,4,2,0,1,2017
